N,S,repairers,seed,crash_time,crashed,repairer_utilization,average_repair_queue,average_good_machines,analytic_crash_time
10,3,1,2036,18461.31009665867,true,0.09243617204186076,0.007500901590101117,12.900062926368028,12339.99999999653
10,3,1,2037,18304.40072432961,true,0.10778412676915386,0.012485381814490031,12.87973049141635,12339.99999999653
10,3,1,2038,11429.581599047071,true,0.0951606269987161,0.010345589139897898,12.894493783861394,12339.99999999653
10,3,1,2039,943.9415027204884,true,0.10440229699890449,0.008325100342631536,12.88727260265847,12339.99999999653
10,3,1,2040,22771.4428557235,true,0.10261624641650056,0.009918335554349315,12.887465418029146,12339.99999999653
10,3,1,2041,19934.195194277083,true,0.0984492187422398,0.010158805259918378,12.891391975997855,12339.99999999653
10,3,1,2042,1485.0161304304768,true,0.07913517470349811,0.012810572305371788,12.908054252991136,12339.99999999653
10,3,1,2043,184.7443518858681,true,0.11331166988939344,0.014155666719505126,12.872532663391098,12339.99999999653
10,3,1,2044,6650.620900867268,true,0.09918129234972545,0.011017597855182354,12.889801109795112,12339.99999999653
10,3,1,2045,26815.087211854643,true,0.09759902012935545,0.010314815920064266,12.892086163950623,12339.99999999653
10,3,1,2046,33984.663119571196,true,0.09590194214190653,0.009365866664149602,12.894732191193945,12339.99999999653
10,3,1,2047,56611.25777545608,true,0.10079884049075342,0.010896130271448916,12.888305029237744,12339.99999999653
10,3,1,2048,34280.91406090641,true,0.09963625066017223,0.009113840990546275,12.891249908349266,12339.99999999653
10,3,1,2049,12770.843784841012,true,0.10058711492601316,0.012078112988414701,12.887334772085547,12339.99999999653
10,3,2,2020,18873.10873743406,true,0.04871719461062869,0.00014637710560577128,12.902419233673182,46539.999999994056
10,3,2,2021,30013.95956401854,true,0.048911221094033924,0.00025442384895970536,12.90192313396293,46539.999999994056
10,3,2,2022,50000.0,false,0.04923187386447654,0.0001923627622282038,12.901343889508764,46539.999999994056
10,3,2,2023,43107.363664115306,true,0.04887827852517741,0.0001702806172172339,12.902073162332403,46539.999999994056
10,3,2,2024,3261.7653332262166,true,0.04891126732666103,0.00022612983783012417,12.901951335508851,46539.999999994056
10,3,2,2025,28127.32933161696,true,0.05038510229545386,0.0002105175451291485,12.899019277863987,46539.999999994056
10,3,2,2026,24337.535422536228,true,0.04936648450850181,0.00021375349430283798,12.901053277488742,46539.999999994056
10,3,2,2027,9345.225156935976,true,0.0511509240150572,0.0002666855739261513,12.897431466395949,46539.999999994056
10,3,2,2028,50000.0,false,0.049590948979225086,0.00022934551952042738,12.900588756522017,46539.999999994056
10,3,2,2029,50000.0,false,0.0486696480114626,0.00026542151982529675,12.90239528245723,46539.999999994056
10,3,2,2030,19544.567449325823,true,0.04782134566200096,3.868632828271809e-5,12.904318622347683,46539.999999994056
10,3,2,2031,12706.796343418837,true,0.0510722318632077,0.0003717848125367597,12.89748375146105,46539.999999994056
10,3,2,2032,3683.4852363186874,true,0.0511932037071167,0.0005250881588343659,12.897088504426943,46539.999999994056
